index,category,prompt,expected_response,exp006_response,exp010_response,exp006_repetitive,exp010_repetitive,exp006_response_length,exp010_response_length,exp010_likely_relevant
380,good_morning,It is morning and you meet a friend at the start of a trip. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,I have to be a good idea of the world and the best to be a good thing to do that you are going to be able to get the ,I am sorry to me.,False,False,117,17,False
381,good_morning,Begin a friendly morning exchange with a friend after a restful night.,I would say good morning with a warm tone and leave room for a reply.,The first time was the first time to be a few years of the first time to be the first time of the first time to be the first time ,I am glad you have been happy to see you.,True,False,130,41,False
382,good_morning,It is morning and you meet your family at sunrise. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,What is the best way to be a good way to do with your child and you can be able to get a good child or a child or a ,I am sorry to meet you.,True,False,116,23,False
383,good_morning,Begin a friendly morning exchange with your family on a busy weekday.,I would say good morning with a warm tone and leave room for a reply.,The first time is a good way to be a good and a good deal to get a good way to get a good chance to the right to the ,I am glad you have been happy to see you.,True,False,117,41,False
384,good_morning,It is morning and you meet your family before breakfast. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,You can be a good way to get a good way to your child and you can be able to get a good way to get a good way to ,I am glad you are going to me.,True,False,113,30,False
385,good_morning,Begin a friendly morning exchange with your family when you arrive.,I would say good morning with a warm tone and leave room for a reply.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to see you.,True,False,114,35,False
386,good_morning,It is morning and you meet your family at the start of a trip. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,You can be a good thing to get a good way to get a good way to the right and get your own way to get your own life. You,I am glad you are going to see you.,True,False,119,35,False
387,good_morning,Begin a friendly morning exchange with your family after a restful night.,I would say good morning with a warm tone and leave room for a reply.,The first time is a good deal to be a good deal to be a good way to get a good way to the right to the right and the ,I am glad you have been happy to see you.,True,False,117,41,False
388,good_morning,It is morning and you meet a coworker at sunrise. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,I have to be a good way to do that you are not to be able to do with your child or not to be a good or more likely ,I am glad you are going to see it.,True,False,115,34,False
389,good_morning,Begin a friendly morning exchange with a coworker on a busy weekday.,I would say good morning with a warm tone and leave room for a reply.,The first time is the first time to be a very small and a few years ago. The first time is the first time to be a good step to,I am sorry to meet you.,True,False,126,23,False
390,good_morning,It is morning and you meet a coworker before breakfast. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,You can be a good thing to do that you are not a good way to do with your child. You can be able to do with your child or,I am glad you are going to see you.,True,False,121,35,False
391,good_morning,Begin a friendly morning exchange with a coworker when you arrive.,I would say good morning with a warm tone and leave room for a reply.,The first time is the first time to be a few years of the first time to be the first time to be the first time to be the first ,I am glad you are going to see you.,True,False,127,35,False
392,good_morning,It is morning and you meet a coworker at the start of a trip. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,You can be a good thing to do that you are going to get a good way to get a good way to get a good way to get a ,I am glad you are going to meet you.,True,False,112,36,False
393,good_morning,Begin a friendly morning exchange with a coworker after a restful night.,I would say good morning with a warm tone and leave room for a reply.,The first time was the first time to be a second time to be a single or a single or a single or a single or a single or a ,I am sorry to meet you.,True,False,122,23,False
394,good_morning,It is morning and you meet a neighbor at sunrise. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,If you have a lot of your child or you have to be a good child or a child or a child or a child or a child or a ,I am sorry to meet you.,True,False,112,23,False
395,good_morning,Begin a friendly morning exchange with a neighbor on a busy weekday.,I would say good morning with a warm tone and leave room for a reply.,The first time is a good deal to be a good deal to be a good way to be a good way to the right to the right to the ,I am glad you have been happy to see you.,True,False,115,41,False
396,good_morning,It is morning and you meet a neighbor before breakfast. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,If you have a lot of your own life? You can be able to be a good way to do with your child or you can be able to get,I am glad you are going to me.,False,False,116,30,False
397,good_morning,Begin a friendly morning exchange with a neighbor when you arrive.,I would say good morning with a warm tone and leave room for a reply.,The first time is the first time to be a number of the first time to be the first time to be the same time to be the same time ,I am glad you are going to see you.,True,False,127,35,False
398,good_morning,It is morning and you meet a neighbor at the start of a trip. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,I have to be a good idea to do that you are not sure to do that you are not to be able to do with your child or the ,I am sorry to meet you.,True,False,116,23,False
399,good_morning,Begin a friendly morning exchange with a neighbor after a restful night.,I would say good morning with a warm tone and leave room for a reply.,The first time is a good deal to be a good deal to be a good way to be a good way to the right to the right to the ,I am glad you have been happy to see you.,True,False,115,41,False
400,good_morning,It is morning and you meet the people in your group at sunrise. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,If you have to be a good way to the right to the right to the right to the right to the right to the other side of the person ,I am glad that is a good way to meet you.,True,False,126,41,False
401,good_night,The day is ending while you are with a tired friend after a long day. Say good night.,I would say good night warmly and wish them the rest they need.,The first time you can be able to get a good way to get a good way to get a good and get a good way to get a good ,I am glad you are going to see you.,True,False,114,35,False
402,good_night,Give a tired friend a warm night-time farewell before turning out the light.,I would close the conversation peacefully and let them know I will see them later.,The baby is a good way to the baby and the baby of the baby and the baby of the baby and the bab,I am glad you are going to see you.,True,False,96,35,False
403,good_night,The day is ending while you are with a tired friend at the end of a visit. Say good night.,I would say good night warmly and wish them the rest they need.,The next day is the first time to the day of the day and the day is the first day to the day. The next day is the first time,I am glad you are going to see you.,True,False,124,35,False
404,good_night,Give a tired friend a warm night-time farewell when everyone is winding down.,I would close the conversation peacefully and let them know I will see them later.,The baby is a good way to the baby and the baby of the baby and the baby of the baby and the bab,I am glad you are going to see you.,True,False,96,35,False
405,good_night,The day is ending while you are with a tired friend before an early start. Say good night.,I would say good night warmly and wish them the rest they need.,The next day is a good step to the day and the next day to the day is the first day. The next day is the first time to be,I am glad you are going to see you.,True,False,121,35,False
406,good_night,Give a tired friend a warm night-time farewell after finishing a quiet chat.,I would close the conversation peacefully and let them know I will see them later.,The first time was a good man of the first time to be a good man of the house and the next day. The first time was the first time,I am glad you have been able to see you.,True,False,129,40,False
407,good_night,The day is ending while you are with your child after a long day. Say good night.,I would say good night warmly and wish them the rest they need.,€I have been a good way to get a good way to get a good child or a child or a child or a child or a child or ,I am glad you are going to see you.,True,False,109,35,False
408,good_night,Give your child a warm night-time farewell before turning out the light.,I would close the conversation peacefully and let them know I will see them later.,The doctor will be able to be able to get a good child or if you are able to get a child or if you can be able to get ,I am glad you are going to see you.,True,False,118,35,False
409,good_night,The day is ending while you are with your child at the end of a visit. Say good night.,I would say good night warmly and wish them the rest they need.,The child is a good and a child is a good and a child is a good and a child is a good woman to be a good and a ,I am glad you are going to see you.,True,False,111,35,False
410,good_night,Give your child a warm night-time farewell when everyone is winding down.,I would close the conversation peacefully and let them know I will see them later.,The child is a good way to get a good way to get a good and get a child to get a good child to get a good child. If,I am glad you are going to see you.,True,False,115,35,False
411,good_night,The day is ending while you are with your child before an early start. Say good night.,I would say good night warmly and wish them the rest they need.,€ and you can be a good way to get a good child to your child or get your child. You can be able to get your child to ,I am glad you are going to meet you.,True,False,118,36,False
412,good_night,Give your child a warm night-time farewell after finishing a quiet chat.,I would close the conversation peacefully and let them know I will see them later.,The doctor is a good way to get a good child to get a child or a child or a child or a child or a child or a child.,I am glad you are going to see you.,True,False,115,35,False
413,good_night,The day is ending while you are with a housemate after a long day. Say good night.,I would say good night warmly and wish them the rest they need.,The first time you can be able to be able to get a few minutes or more about the day. You can be a good way to get a few,I am glad you are going to see you.,True,False,120,35,False
414,good_night,Give a housemate a warm night-time farewell before turning out the light.,I would close the conversation peacefully and let them know I will see them later.,The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the ,I am glad you are going to see you.,True,False,127,35,False
415,good_night,The day is ending while you are with a housemate at the end of a visit. Say good night.,I would say good night warmly and wish them the rest they need.,The first time you can be able to get a few minutes of the stitch and the stitch is the first to be a good way to the next ,I am glad you are going to see you.,False,False,123,35,False
416,good_night,Give a housemate a warm night-time farewell when everyone is winding down.,I would close the conversation peacefully and let them know I will see them later.,The first time is the first time to be the first time to be the first time to be the same time to the same time to the Moon is ,I am glad you are going to see you.,True,False,127,35,False
417,good_night,The day is ending while you are with a housemate before an early start. Say good night.,I would say good night warmly and wish them the rest they need.,€I have to be a good deal to do with a good deal to get a good way to the right to the right and get the right to ,I am glad that is a good way to meet you.,True,False,114,41,False
418,good_night,Give a housemate a warm night-time farewell after finishing a quiet chat.,I would close the conversation peacefully and let them know I will see them later.,The first time is a good deal that the baby is the first time to be a good step of the baby and the baby of the ,I am glad you have been happy to meet you.,True,False,112,42,False
419,good_night,The day is ending while you are with a guest after a long day. Say good night.,I would say good night warmly and wish them the rest they need.,The first time you can be able to be able to get a good deal to get a good chance to get a good way to the next day. You,I am glad you are going to see you.,True,False,120,35,False
420,good_night,Give a guest a warm night-time farewell before turning out the light.,I would close the conversation peacefully and let them know I will see them later.,The first time is the first time to be a good and a few minutes of the day and the next day to the next day. The first time is,I am glad you are going to see you.,True,False,126,35,False
421,good_night,The day is ending while you are with a guest at the end of a visit. Say good night.,I would say good night warmly and wish them the rest they need.,The first time you can be able to get a good deal to get a good way to the right and the right to the next day. You can be,I am glad you are going to see you.,True,False,122,35,False
422,good_night,Give a guest a warm night-time farewell when everyone is winding down.,I would close the conversation peacefully and let them know I will see them later.,The first time is the first time to be a good and a few minutes of the sun and the air is the same time to the ground and the ,I am glad you are going to see you.,True,False,126,35,False
423,good_night,The day is ending while you are with a guest before an early start. Say good night.,I would say good night warmly and wish them the rest they need.,€I have to be a good deal to do with a good deal to get a good way to the right to the day.€,I am glad you are going to see you.,True,False,92,35,False
424,good_night,Give a guest a warm night-time farewell after finishing a quiet chat.,I would close the conversation peacefully and let them know I will see them later.,The first time was a very small and a few years of the first time in the summer of the summer century. The first time was the first time of,I am glad you have been happy to meet you.,True,False,139,42,False
425,good_night,The day is ending while you are with a relative after a long day. Say good night.,I would say good night warmly and wish them the rest they need.,The first time you can be able to get a few minutes or a few minutes or two or two or two or two or two or two or two ,I am glad you have been happy to meet you.,True,False,118,42,False
426,casual_questions,You want to learn more about favorite weekend plans while chatting when meeting someone new. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,The first time you can be able to get a good way to get a good way to get a good way to get a good way to get a ,I am glad you have been able to make it easier.,True,False,112,47,False
427,casual_questions,Use favorite weekend plans to invite an easy conversation during a relaxed lunch.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time is a very common way to be a good deal to be a good way to be a good way to be a good way to be ,I am glad you are going to see you.,True,False,111,35,False
428,casual_questions,You want to learn more about favorite weekend plans while chatting on a quiet afternoon. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,http://wwwww.org/wwwwwww.org/wwwwwwww.org/wwwwww.htmp.htm.htm.htm.htm.htm,I am glad you have been able to make it easier.,True,False,73,47,False
429,casual_questions,Use favorite weekend plans to invite an easy conversation while waiting together.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time was the first time to be a few years of the first years of the first year. The first time was the first time to be the,I am glad you are going to see you.,True,False,133,35,False
430,casual_questions,You want to learn more about favorite weekend plans while chatting after work. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,http://www.org/wwww.org/wwwwww.org/www.org/wwwwww.org/wwww.org/wwww.html.org,I am glad you are going to see you.,True,False,76,35,False
431,casual_questions,Use favorite weekend plans to invite an easy conversation at a social gathering.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time is a good deal that the people are not to be able to be able to be able to be able to be able to be able ,I am sorry to meet you.,True,False,120,23,False
432,casual_questions,You want to learn more about a movie you recently saw while chatting when meeting someone new. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,you can be able to get a good way to get a good way to the right to the right to the next day. You can be able to get,I am glad you are going to see you.,True,False,117,35,False
433,casual_questions,Use a movie you recently saw to invite an easy conversation during a relaxed lunch.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time is a good deal to be a good way to be able to be a good way to get a good way to the right to the ,I am glad you have been able to see you.,True,False,113,40,False
434,casual_questions,You want to learn more about a movie you recently saw while chatting on a quiet afternoon. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,you can be able to get a good deal to get a good way to the right to the right and get the right to the next day. You can,I am glad you are going to see you.,True,False,121,35,False
435,casual_questions,Use a movie you recently saw to invite an easy conversation while waiting together.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time is the first time to be a good deal of the first time to be able to be a good deal to be a good way to ,I am glad you are going to meet you.,True,False,118,36,False
436,casual_questions,You want to learn more about a movie you recently saw while chatting after work. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,The first time you can be able to get a good way to get a good time to get a good time to get a good time. You can also,I am sorry to meet you.,True,False,119,23,False
437,casual_questions,Use a movie you recently saw to invite an easy conversation at a social gathering.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time is a good deal that you can be able to get a good way to get a good way to get a good way to the right ,I am sorry to meet you.,True,False,118,23,False
438,casual_questions,You want to learn more about a meal you enjoy while chatting when meeting someone new. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,I am sure that you can be able to do with your child or not know what you are going to do. You can be a good way to get,I am glad you are going to see you.,False,False,119,35,False
439,casual_questions,Use a meal you enjoy to invite an easy conversation during a relaxed lunch.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time you can be able to be able to get a good time to get a few minutes of the time. You can also be able to get,I am glad you have been able to make it easier.,True,False,122,47,False
440,casual_questions,You want to learn more about a meal you enjoy while chatting on a quiet afternoon. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,a lot of your child is a good way to get a good health of your child€s health. You can also be able to get a good healthy,I am glad you are going to see you.,True,False,121,35,False
441,casual_questions,Use a meal you enjoy to invite an easy conversation while waiting together.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am sorry to meet you.,True,False,114,23,False
442,casual_questions,You want to learn more about a meal you enjoy while chatting after work. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,The first time you can be able to get a good deal to get a good way to the right and get a good way to get a good way ,I am sorry to be happy to help.,True,False,118,31,False
443,casual_questions,Use a meal you enjoy to invite an easy conversation at a social gathering.,I would ask with genuine curiosity and allow the other person to choose how much to say.,"The following hand, you can use a healthy of your health and health care and health care of health and health care health.",I am glad you are going to see you.,True,False,122,35,False
444,casual_questions,You want to learn more about a place you like visiting while chatting when meeting someone new. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,€ I have a good idea to do with a good deal of your child€s life. I have to do that you are not sure that you are,I am glad you are going to see you.,False,False,113,35,False
445,casual_questions,Use a place you like visiting to invite an easy conversation during a relaxed lunch.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to see you.,True,False,114,35,False
446,casual_questions,You want to learn more about a place you like visiting while chatting on a quiet afternoon. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,€ I have a good idea to do with a good deal of your child€s life. I have to do that you are not sure that you are,I am glad you are going to see you.,False,False,113,35,False
447,casual_questions,Use a place you like visiting to invite an easy conversation while waiting together.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to be happy.,True,False,114,36,False
448,casual_questions,You want to learn more about a place you like visiting while chatting after work. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,The best thing you can be able to get a good way to get a good way to get a good way to get a good and make a good ,I am glad you have been able to do it.,True,False,115,38,False
449,casual_questions,Use a place you like visiting to invite an easy conversation at a social gathering.,I would ask with genuine curiosity and allow the other person to choose how much to say.,The gap is a good way to get a good way to get a good way to get a good way to get a good way to the right to,I am glad you have been able to see you.,True,False,109,40,False
450,casual_questions,You want to learn more about a hobby you have tried while chatting when meeting someone new. Ask a natural question.,I would phrase it casually and share a little about my own answer too.,€I have a good idea to do that you have to do that you are not sure that you have to do that you are not a good thing ,I am glad you are going to see you.,True,False,118,35,False
451,daily_activities,Someone asks what happens with your morning routine on a normal weekday. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good step to the right to the right to the right to the right to the right to the right and the right to the ,I am glad you are going to see you.,True,False,129,35,False
452,daily_activities,Describe how your morning routine fits into your day when you have spare time.,I would share enough detail to answer the question without turning it into a list.,The baby is a good way to get a good way to get a good way to get a good way to your baby and your babies.,I am glad you are going to see you.,True,False,106,35,False
453,daily_activities,Someone asks what happens with your morning routine before the weather changes. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The following year of the year is the first time to be the first time to the same time to the same time to the same time and the same ,I am sorry to meet you.,True,False,134,23,False
454,daily_activities,Describe how your morning routine fits into your day after finishing work.,I would share enough detail to answer the question without turning it into a list.,The first time you can be able to get a good step to get a good time to your child or get your child.,I am glad you have been able to help.,True,False,101,37,False
455,daily_activities,Someone asks what happens with your morning routine during a quiet weekend. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good deal that is not a good deal to be a good way to get a good way to the right to the right to ,I am glad you are going to see you.,True,False,118,35,False
456,daily_activities,Describe how your morning routine fits into your day when the schedule is full.,I would share enough detail to answer the question without turning it into a list.,the best time you can be able to get a good way to get a good way to get a good way to get a good way to get a ,I am glad you have been able to make it easier.,True,False,111,47,False
457,daily_activities,Someone asks what happens with your lunch break on a normal weekday. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good step to the right to the right to the right to the right to the right to the right and the right to the ,I am glad you are going to see it.,True,False,129,34,False
458,daily_activities,Describe how your lunch break fits into your day when you have spare time.,I would share enough detail to answer the question without turning it into a list.,The baby is a good way to get a good baby and the baby of your baby and the baby of your baby. If,I am glad you are going to see you.,True,False,97,35,False
459,daily_activities,Someone asks what happens with your lunch break before the weather changes. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The following year of the year is the first time to be the first time to the same time to the same time to the same time and the same ,I am sorry to meet you.,True,False,134,23,False
460,daily_activities,Describe how your lunch break fits into your day after finishing work.,I would share enough detail to answer the question without turning it into a list.,The first time you can be able to get a good step to get a good amount of your child€s health and you can help you to get a,I am glad you have been able to help.,False,False,123,37,False
461,daily_activities,Someone asks what happens with your lunch break during a quiet weekend. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good step to the right to the right to the right to the right to the right to the right and the right to the ,I am glad you are going to see it.,True,False,129,34,False
462,daily_activities,Describe how your lunch break fits into your day when the schedule is full.,I would share enough detail to answer the question without turning it into a list.,The best of the baby is the most common and the baby of the baby and the baby of the baby and the baby ,I am glad you have been able to make it easier.,True,False,103,47,False
463,daily_activities,Someone asks what happens with your trip to the store on a normal weekday. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good step to the right to the right to the right to the right and the right to the other side of the day. The,I am sorry to meet you.,True,False,129,23,False
464,daily_activities,Describe how your trip to the store fits into your day when you have spare time.,I would share enough detail to answer the question without turning it into a list.,The baby is the best way to the baby and the baby of the baby and the baby of the baby and the bab,I am glad you have been happy to see you.,True,False,98,41,False
465,daily_activities,Someone asks what happens with your trip to the store before the weather changes. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is the first step to the next day to the next day. The next day is the first to the next year of the year and the,I am glad that is a good thing to make it easier.,True,False,128,49,False
466,daily_activities,Describe how your trip to the store fits into your day after finishing work.,I would share enough detail to answer the question without turning it into a list.,The baby is a good way to get a good way to get a good way to get a good way to your baby and get a good ,I am glad you are going to see you.,True,False,105,35,False
467,daily_activities,Someone asks what happens with your trip to the store during a quiet weekend. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good step to the right to the right to the right to the right to the other side of the day. The next day is,I am sorry to meet you.,True,False,127,23,False
468,daily_activities,Describe how your trip to the store fits into your day when the schedule is full.,I would share enough detail to answer the question without turning it into a list.,the baby is the best to the baby of the baby and the baby of the baby and the baby of the baby ,I am glad you are going to see you.,True,False,95,35,False
469,daily_activities,Someone asks what happens with your evening plans on a normal weekday. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time you can be able to get a good idea of your child or a child or a child or a child or a child or a child ,I am sorry to meet you.,True,False,119,23,False
470,daily_activities,Describe how your evening plans fits into your day when you have spare time.,I would share enough detail to answer the question without turning it into a list.,If you have a good child or a child or a child or a child or a child or a child or a child or a child or a child ,I am sorry to meet you.,True,False,113,23,False
471,daily_activities,Someone asks what happens with your evening plans before the weather changes. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good step to the right to the right to the other side of the day. The next time is the first time to be the,I am sorry to meet you.,True,False,127,23,False
472,daily_activities,Describe how your evening plans fits into your day after finishing work.,I would share enough detail to answer the question without turning it into a list.,The first time you can be able to get a good time to get a good way to get a good way to get a good and get a good ,I am sorry to meet you.,True,False,115,23,False
473,daily_activities,Someone asks what happens with your evening plans during a quiet weekend. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The first time is a good step to the right to the right to the right to the other and the right to the other hand. The next time is,I am sorry to meet you.,True,False,131,23,False
474,daily_activities,Describe how your evening plans fits into your day when the schedule is full.,I would share enough detail to answer the question without turning it into a list.,The best of the best of the body is the best to the body and the body is the same to the body of the body. The body is the,I am glad you are going to see you.,True,False,122,35,False
475,daily_activities,Someone asks what happens with your exercise habit on a normal weekday. Give a conversational answer.,"I would explain the usual pattern, while admitting that real days sometimes vary.",The following hand is a good way to the right to the right to the right and the right to the right to the other side of the person. The,I am sorry to meet you.,True,False,135,23,False
476,conversational_followup,Someone mentions a story someone just told after they finish speaking. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€I have to be a good and that I have to be able to be able to be able to be able to be able to be able to ,I am glad that you are going to be able to see you.,True,False,106,51,False
477,conversational_followup,Continue the discussion of a story someone just told without abruptly changing topics when the details are surprising.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time to be the first time of the first time to be the same time of the person is the only one of the ,I am sorry to be happy to meet you.,True,False,129,35,False
478,conversational_followup,Someone mentions a story someone just told during a relaxed chat. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€ and €em not to be a good way to be a good way to get a good way to the right to the right to the right to,I am glad you are going to see you.,True,False,107,35,False
479,conversational_followup,Continue the discussion of a story someone just told without abruptly changing topics before changing subjects.,I would ask about the part that naturally invites more context or feeling.,the child is the first to be a person to be a good and a child or a child or a child or a child or a child or a ,I am sorry to meet you to meet you.,True,True,112,35,False
480,conversational_followup,Someone mentions a story someone just told when you want to understand more. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€I have to be a good deal to be able to be able to do that the person is not a good person to be able to do with ,I am glad you are going to see you.,True,False,113,35,False
481,conversational_followup,Continue the discussion of a story someone just told without abruptly changing topics near the end of the conversation.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time of the first time that the person is not the only one of the most important to the other two years of the ,I am sorry to meet you.,True,False,139,23,False
482,conversational_followup,Someone mentions a new project after they finish speaking. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the,I am sorry to be happy to be sure.,True,False,127,34,False
483,conversational_followup,Continue the discussion of a new project without abruptly changing topics when the details are surprising.,I would ask about the part that naturally invites more context or feeling.,the first step is the first to be the first time to be the first time of the first time to be the same time to the same time to ,I am glad that is a good way to meet you.,True,False,128,41,False
484,conversational_followup,Someone mentions a new project during a relaxed chat. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,"""The first time is the first time of the ""Picture"" and the ""Pictures of the Scripture of the Scripture of the Scripture of ",I am sorry to meet you.,True,False,123,23,False
485,conversational_followup,Continue the discussion of a new project without abruptly changing topics before changing subjects.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time of the first time in the United States and the United States and the United States was the first to be the first ,I am sorry to be happy to be a good way to meet you.,True,False,146,52,False
486,conversational_followup,Someone mentions a new project when you want to understand more. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€I have to be able to be able to be able to be able to be able to be able to be able to be able to be able ,I am glad that you are going to be able to see you.,True,False,107,51,False
487,conversational_followup,Continue the discussion of a new project without abruptly changing topics near the end of the conversation.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time of the first time to be the first time of the first time of the first time in the United States. The first,I am sorry to be a good way to meet you.,True,False,139,40,False
488,conversational_followup,Someone mentions a recent trip after they finish speaking. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€The first time is the first time to be the first time to be the first time to be the first time of the city and the city of the,I am sorry to be happy to be sure.,True,False,128,34,False
489,conversational_followup,Continue the discussion of a recent trip without abruptly changing topics when the details are surprising.,I would ask about the part that naturally invites more context or feeling.,the first of the first time is the first to be the first time of the first time to be the same time of the Earth to the Moon and ,I am glad that is a good way to meet you.,True,False,129,41,False
490,conversational_followup,Someone mentions a recent trip during a relaxed chat. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,"""The first time is the first time of the world is the first time to be the first time of the world is the first time to be the first",I am sorry to meet you.,True,False,132,23,False
491,conversational_followup,Continue the discussion of a recent trip without abruptly changing topics before changing subjects.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time of the first time in the United States and the United States and the United States was the first to be the first ,I am sorry to meet you.,True,False,146,23,False
492,conversational_followup,Someone mentions a recent trip when you want to understand more. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€I have to be a good and that I have to be able to be able to be able to be able to be able to be able to ,I am glad you are going to see you.,True,False,106,35,False
493,conversational_followup,Continue the discussion of a recent trip without abruptly changing topics near the end of the conversation.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time of the first time to be the first time of the first time of the year. The first time is the first time,I am sorry to be a good way to meet you.,True,False,135,40,False
494,conversational_followup,Someone mentions an interesting opinion after they finish speaking. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€I have been able to be able to be able to be able to be able to be able to be able to be able to be able to ,I am sorry to be happy to be sure.,True,False,109,34,False
495,conversational_followup,Continue the discussion of an interesting opinion without abruptly changing topics when the details are surprising.,I would ask about the part that naturally invites more context or feeling.,the first of the first time is the first to be the first time of the world is the first to be the first to be the first time to ,I am glad that is a good way to meet you.,True,False,128,41,False
496,conversational_followup,Someone mentions an interesting opinion during a relaxed chat. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€The first time is the first time to be a good deal of the world and the €em is the only one of the most important people who are,I am sorry to meet you.,False,False,129,23,False
497,conversational_followup,Continue the discussion of an interesting opinion without abruptly changing topics before changing subjects.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time of the world is the first to be the first time of the world. The first time is the first time to be,I am sorry to meet you.,True,False,132,23,False
498,conversational_followup,Someone mentions an interesting opinion when you want to understand more. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€I have to be a good and that I have to be able to be able to be able to be able to be able to be able to ,I am glad that you are going to be able to see you.,True,False,106,51,False
499,conversational_followup,Continue the discussion of an interesting opinion without abruptly changing topics near the end of the conversation.,I would ask about the part that naturally invites more context or feeling.,The first time is the first time of the world is the first time of the world and the first time of the world is not the only one of ,I am sorry to be a good way to meet you.,True,False,132,40,False
500,conversational_followup,Someone mentions a change in plans after they finish speaking. Ask a question that builds on what they said.,I would build on their comment with curiosity and let them decide where to take the story.,€The €em is the same thing to the right to the other €em €em €em €em €em €em€em €em €,I am sorry to meet you.,True,False,85,23,False
